A,B,C,D,E,F,G,H,I,J,K,L,Class
94338,95175,424.46715,1482.951,599.24715,304.07475,1.29255,1.4868,1.0536,1.2129,2.95605,1.06245,P
102094.5,102960,441.5724,1708.5435,757.6539,259.9035,1.40895,1.4874,1.13265,0.98895,4.37265,0.8742,P
128259,129402,494.931,1689.6375,653.47755,377.54175,1.2243,1.4868,1.1169,1.2702,2.59635,1.1361,M
149509.5,150705,534.36135,1924.5405,806.7327,355.92075,1.3461,1.48815,1.07535,1.14135,3.3999,0.9936,P
117997.5,119194.5,474.71955,1594.1175,604.9926,374.46255,1.1781,1.485,1.12155,1.31295,2.4234,1.17705,M
97708.5,98685,431.9832,1492.7985,575.72955,326.6004,1.23525,1.48515,1.09905,1.23975,2.6442,1.12545,M
150604.5,151714.5,536.31465,1906.266,787.497,366.0966,1.3281,1.48905,1.10985,1.1718,3.22665,1.0215,P
134956.5,137266.5,507.6888,1800.66,726.75945,356.91885,1.30665,1.4748,0.91065,1.1769,3.0543,1.0479,M
139431,140898,516.03645,1769.901,698.4753,383.16,1.25415,1.4844,1.113,1.2585,2.73435,1.1082,M
115750.5,116998.5,470.17785,1594.3185,611.12535,362.4294,1.2078,1.48395,1.11525,1.2876,2.5293,1.1541,M
100270.5,101356.5,437.61,1543.512,609.7137,316.61115,1.2819,1.48395,1.0734,1.18995,2.88855,1.07655,M
107296.5,108109.5,452.6823,1509.756,571.05585,360.29505,1.1637,1.48875,1.07745,1.33095,2.3775,1.18905,M
108717,109854,455.66895,1734.657,759.96,274.35375,1.3989,1.4844,1.1346,1.0215,4.155,0.8994,P
119337,120690,477.40635,1701.465,679.31835,336.15045,1.3035,1.4832,1.1064,1.1655,3.03135,1.0542,M
175471.5,177114,578.90055,2126.6835,896.07225,375.3996,1.362,1.48605,0.95265,1.09695,3.5805,0.969,P
139905,141877.5,516.91275,1793.622,708.27015,380.5575,1.2651,1.47915,0.9624,1.22955,2.79165,1.0947,M
109597.5,111067.5,457.5105,1601.8365,644.6145,326.7216,1.293,1.4802,1.0455,1.20765,2.9595,1.06455,P
101641.5,102681,440.59155,1501.959,570.7536,342.18945,1.20045,1.48485,1.0959,1.27395,2.50185,1.15785,M
130632,131886,499.48845,1790.655,741.7113,337.75515,1.33545,1.48575,1.05765,1.15185,3.294,1.0101,P
132871.5,134863.5,503.75175,1798.0155,723.1125,353.33355,1.30875,1.4778,0.93105,1.16205,3.06975,1.0449,P
115860,116874,470.40015,1575.3495,592.70235,375.5475,1.1604,1.48695,1.10145,1.32,2.3673,1.19055,M
152542.5,153903,539.7543,1881.5565,739.99215,395.46945,1.2678,1.4868,1.0527,1.2183,2.8068,1.0941,P
114985.5,116272.5,468.62145,1621.206,633.4701,347.46195,1.25415,1.48335,1.0995,1.2369,2.73465,1.1097,M
125601,126628.5,489.77565,1754.352,726.3798,330.67545,1.3356,1.48785,0.93075,1.1538,3.29505,1.01145,P
97980,99606,432.5829,1501.518,599.8677,315.9768,1.275,1.47555,0.9813,1.2288,2.84775,1.08165,M
128277,129372,494.96565,1804.62,758.39205,325.2723,1.3551,1.48725,0.8637,1.11375,3.4974,0.97905,P
115129.5,116254.5,468.91485,1559.535,577.68225,382.69905,1.12365,1.48545,1.09095,1.33845,2.26425,1.21755,M
138336,140491.5,514.0062,1809.003,713.964,372.9276,1.27905,1.47705,0.98385,1.1952,2.87175,1.07985,M
176325,177895.5,580.3068,2180.883,928.65555,364.31865,1.3797,1.4868,0.8742,1.0482,3.8235,0.93735,P
122374.5,123406.5,483.444,1672.743,671.45265,348.98925,1.28145,1.4874,1.1142,1.2366,2.886,1.08,M
151732.5,152854.5,538.3194,1965.9075,837.87975,346.83015,1.36545,1.48905,0.82635,1.11,3.6237,0.96375,P
123300,124450.5,485.2686,1823.0205,788.2491,298.9593,1.38795,1.4862,1.14345,1.04895,3.9549,0.9234,P
109293,110334,456.8745,1668.4425,692.04855,302.2266,1.3494,1.4859,1.1361,1.11015,3.4347,0.9903,P
108838.5,109887,455.9235,1585.221,632.8584,329.79435,1.28025,1.48575,1.1151,1.2246,2.87835,1.0806,P
101544,102399,440.3802,1494.204,581.96235,334.2861,1.2279,1.48755,1.1361,1.28595,2.61135,1.13505,M
107430,108466.5,452.96385,1714.044,740.3862,277.7103,1.3905,1.4856,1.0203,1.03395,3.999,0.9177,P
131859,133357.5,501.82875,1734.096,669.7914,377.55495,1.239,1.4832,1.06425,1.23975,2.661,1.1238,M
117592.5,119167.5,473.90415,1773.213,760.5399,297.09615,1.38075,1.4802,1.13925,1.0575,3.83985,0.93465,P
142719,144666,522.0855,1788.174,691.7481,395.5821,1.2306,1.47975,1.0056,1.26195,2.62305,1.13205,P
101953.5,102694.5,441.2673,1511.055,593.98065,331.8174,1.2441,1.4892,1.1106,1.26255,2.68515,1.11435,M
82623,83599.5,397.2384,1556.622,696.41385,228.2577,1.4172,1.48245,0.93825,0.96405,4.5765,0.8556,P
104211,105351,446.12595,1572.1035,642.25485,311.2434,1.31205,1.4838,0.96375,1.1922,3.09525,1.0419,M
165087,166909.5,561.50955,2109.6315,910.13025,347.928,1.386,1.48365,0.96975,1.0488,3.92385,0.9255,P
163549.5,164838,558.8886,1992.756,827.60235,378.681,1.3338,1.4883,1.1193,1.16445,3.27825,1.01295,P
149542.5,150643.5,534.4203,1919.64,803.7111,356.03535,1.34475,1.48905,0.88155,1.14735,3.3861,0.99735,P
166657.5,168288,564.174,2016.0435,834.47985,382.56675,1.33305,1.48545,1.10835,1.15935,3.27195,1.01415,P
160902,162471,554.3466,2050.356,861.79305,357.4728,1.36485,1.48545,0.8412,1.0821,3.6162,0.9648,P
89478,90306,413.3889,1398.2955,538.7511,320.57475,1.20555,1.4862,1.0125,1.2939,2.5209,1.15095,M
94738.5,95494.5,425.36715,1424.4945,542.7306,334.54305,1.1811,1.48815,1.0623,1.32,2.43345,1.1757,M
95580,96849,427.25205,1526.256,636.5205,287.6202,1.33815,1.48035,1.1019,1.1601,3.31965,1.0068,P
130881,132186,499.96425,1775.4315,732.61845,342.46695,1.326,1.48515,1.1106,1.17405,3.2088,1.0236,M
112167,113067,462.84255,1583.1,630.9519,340.932,1.2621,1.488,1.12575,1.2654,2.77605,1.1004,P
128869.5,129865.5,496.10745,1681.167,653.60325,377.19645,1.22505,1.48845,1.1079,1.28925,2.5992,1.1385,M
123159,124087.5,484.9911,1677.3765,674.1114,349.407,1.2828,1.48875,1.14465,1.23765,2.89395,1.07925,M
109680,110631,457.68255,1693.9845,724.76625,289.7748,1.3749,1.4871,0.94125,1.08075,3.75165,0.94725,P
81639,82320,394.86585,1355.184,545.682,286.3002,1.27695,1.48755,0.97275,1.25685,2.859,1.0854,P
145284,147379.5,526.75605,1812.315,686.62485,406.80735,1.2084,1.4787,1.05315,1.2507,2.5317,1.1508,M
104163,105201,446.0232,1571.0085,640.73655,311.95065,1.31025,1.48515,1.0002,1.19325,3.081,1.04415,P
101020.5,101937,439.24365,1541.6895,634.8111,304.41315,1.31625,1.4865,1.12515,1.2018,3.1281,1.03785,P
112641,113800.5,463.8195,1660.365,680.2455,316.91895,1.3272,1.4847,0.92025,1.1553,3.2196,1.0227,M
97216.5,98139,430.8942,1446.567,539.84835,345.21105,1.1532,1.4859,1.14285,1.31355,2.3457,1.1973,M
128886,129772.5,496.13925,1670.961,642.37545,385.33965,1.20015,1.4898,1.0863,1.30515,2.5005,1.1586,M
121494,122664,481.7016,1656.627,650.9436,358.26795,1.25235,1.48575,1.13115,1.25175,2.72535,1.11,M
137427,138643.5,512.31465,1770.7395,689.2761,381.66075,1.24905,1.4868,1.11225,1.2393,2.709,1.11495,M
120721.5,122001,480.1677,1657.7385,661.00275,350.06205,1.27245,1.48425,1.0011,1.242,2.8323,1.0896,M
124722,125554.5,488.0589,1663.3215,658.4523,362.2995,1.2525,1.4901,1.0359,1.2747,2.7261,1.1118,M
88051.5,88806,410.0805,1386.345,541.91415,311.0412,1.22835,1.48725,1.0119,1.2954,2.61345,1.13505,M
125980.5,127582.5,490.515,1744.452,672.96675,359.66265,1.2678,1.4811,1.00335,1.17045,2.80665,1.09335,M
93219,94215,421.9422,1430.5635,559.64985,319.4187,1.23165,1.4841,1.12095,1.2879,2.62815,1.13085,M
115393.5,116230.5,469.45215,1635.7215,672.0018,328.47165,1.3086,1.4892,1.0896,1.21935,3.0687,1.0479,P
111529.5,113022,461.5254,1680.8205,703.2867,304.8288,1.3518,1.4802,0.98175,1.11615,3.4608,0.9843,P
137574,138691.5,512.58855,1936.578,832.36035,317.81625,1.3863,1.48785,0.95595,1.03725,3.9285,0.9237,P
137821.5,138910.5,513.04935,1816.6635,749.30145,351.96135,1.3242,1.4883,1.12065,1.1808,3.19335,1.02705,M
150643.5,151923,536.3841,1928.583,809.9502,356.3616,1.347,1.4874,1.1475,1.1451,3.4092,0.9933,P
99958.5,100761,436.9287,1536.4395,628.34745,305.0856,1.3113,1.488,0.93945,1.1973,3.0894,1.0431,P
148575,150022.5,532.68885,1976.181,832.92555,341.62635,1.368,1.4856,1.03575,1.07565,3.65715,0.95925,P
78739.5,79437,387.79035,1366.662,565.33065,266.39265,1.323,1.4868,0.95025,1.1919,3.1833,1.029,P
129175.5,130183.5,496.69605,1828.434,779.4129,317.6997,1.3698,1.48845,1.0971,1.09245,3.67995,0.95595,P
109527,111114,457.3632,1584.675,599.2089,350.32365,1.21695,1.47855,1.0008,1.23315,2.5656,1.14495,M
104302.5,105460.5,446.3217,1650.8865,697.65225,286.03125,1.36815,1.4835,0.888,1.0821,3.65865,0.95955,P
109239,110367,456.76155,1603.14,653.32785,320.6319,1.30695,1.4847,0.94005,1.2018,3.0564,1.04865,P
114913.5,115993.5,468.47475,1662.69,685.32735,321.09105,1.32525,1.48605,0.9081,1.17525,3.2016,1.0254,P
156784.5,159558,547.2078,2061.237,854.583,353.29785,1.36575,1.4739,0.8706,1.0434,3.62835,0.96045,P
134488.5,136762.5,506.8077,1913.754,822.6072,316.8744,1.3842,1.4751,1.0887,1.0383,3.894,0.92415,P
120625.5,121638,479.97675,1650.6,645.19035,358.0833,1.2477,1.48755,1.1253,1.2519,2.7027,1.11585,M
142459.5,143358,521.6106,1798.005,722.52915,378.78075,1.2774,1.49055,0.97485,1.2459,2.86125,1.08285,P
119986.5,121269,478.70385,1661.202,656.27475,350.0901,1.2687,1.4841,1.11,1.2294,2.8119,1.0941,M
133905,135016.5,505.70715,1867.4505,801.56355,320.31765,1.37505,1.4877,0.7839,1.0857,3.7536,0.94635,P
96832.5,97936.5,430.04235,1473.7965,588.5313,315.91275,1.26555,1.48305,1.12125,1.26045,2.7945,1.09605,P
136252.5,137602.5,510.12075,1775.0655,710.63145,367.89,1.2834,1.4853,1.0176,1.22265,2.8974,1.0767,M
106213.5,107634,450.39195,1570.212,615.0531,331.08045,1.2642,1.4802,1.074,1.218,2.78655,1.09845,M
109846.5,110749.5,458.0298,1604.229,650.2875,323.47785,1.30125,1.4877,0.98415,1.2069,3.01545,1.05645,M
128644.5,129601.5,495.67425,1705.6365,681.066,362.04195,1.2705,1.4889,0.981,1.25025,2.8218,1.0917,P
108849,109675.5,455.94555,1546.233,602.5878,345.67395,1.22865,1.48875,1.10895,1.2873,2.6148,1.1349,M
103018.5,104074.5,443.56605,1601.616,673.53525,292.9566,1.35075,1.48485,1.0974,1.1355,3.44865,0.9879,P
109666.5,110650.5,457.6545,1660.1745,699.99,300.92355,1.35435,1.48665,1.0089,1.125,3.48915,0.9807,P
113175,114102,464.9175,1685.6595,715.01385,302.57355,1.359,1.48785,1.14855,1.1262,3.54465,0.9753,P
115213.5,117142.5,469.08585,1660.2225,675.0243,327.5373,1.3116,1.47525,1.1205,1.18185,3.09135,1.04235,M
100269,101127,437.6067,1501.362,598.8705,320.94705,1.26645,1.48725,1.125,1.25775,2.79885,1.09605,M
151686,154746,538.2369,1883.469,722.91285,406.8666,1.2399,1.4703,0.9789,1.209,2.6652,1.11675,M
110638.5,111795,459.67815,1684.3635,713.53335,299.1273,1.36185,1.48455,1.0581,1.10265,3.5781,0.9663,P
118111.5,120012,474.94875,1677.141,677.2788,335.7492,1.30275,1.4763,1.14615,1.18725,3.0258,1.05195,M
130029,131028,498.33435,1812.8025,764.58105,325.3878,1.35735,1.4886,1.11165,1.1187,3.5247,0.9777,P
152391,153742.5,539.48625,1881.7725,765.88995,381.28605,1.30095,1.4868,1.0647,1.2168,3.01305,1.0566,P
142410,144202.5,521.52,1832.3055,733.24125,373.18965,1.2912,1.4814,1.11255,1.1994,2.9472,1.06695,M
92350.5,96381,419.97195,1638.8235,575.946,311.6205,1.2615,1.4373,1.05435,0.9723,2.7723,1.0938,M
107344.5,108234,452.78355,1648.9845,706.33605,291.23175,1.3665,1.4877,1.01235,1.11615,3.63795,0.9615,P
105349.5,106323,448.55625,1547.544,616.48155,327.6012,1.27065,1.4862,1.1175,1.2438,2.8227,1.0914,M
147265.5,149325,530.3361,1899.102,765.35985,369.64605,1.3134,1.4793,0.93615,1.15455,3.10575,1.03935,M
123682.5,124795.5,486.0207,1900.743,838.779,282.75315,1.41225,1.48665,0.7233,0.96795,4.44975,0.8691,P
144052.5,146140.5,524.5188,1858.4685,719.3211,385.50285,1.26645,1.47855,1.0998,1.1793,2.79885,1.0938,M
116022,117646.5,470.72895,1593.6465,604.0242,368.7474,1.188,1.4793,1.08,1.29165,2.457,1.16895,M
101013,102010.5,439.2273,1492.503,574.39335,338.0769,1.2126,1.4853,1.07115,1.2822,2.5485,1.14705,M
85050,86487,403.0305,1416.1335,547.37445,302.63535,1.24995,1.4751,1.07625,1.1991,2.71305,1.10445,P
95211,96183,426.4266,1438.395,549.8205,331.7703,1.1961,1.48485,1.0521,1.3011,2.4858,1.1634,M
114198,115693.5,467.01405,1703.3505,698.60205,313.4082,1.34055,1.48065,1.1178,1.11285,3.3435,1.00275,P
131991,133053,502.07985,1815.471,760.83,333.2808,1.3485,1.488,1.14645,1.13235,3.4242,0.98985,P
89520,90085.5,413.48595,1371.1575,523.83585,327.4341,1.1709,1.49055,1.08315,1.34625,2.3997,1.18395,M
154872,156634.5,543.8601,1879.914,734.41575,404.14275,1.2525,1.48305,0.9909,1.239,2.7258,1.11075,M
153504,154929,541.45275,1861.5015,735.8109,400.07535,1.25895,1.4862,1.0959,1.2525,2.7588,1.10385,M
138339,139450.5,514.01175,1823.7075,750.2295,352.71735,1.3239,1.488,0.9261,1.176,3.1905,1.02765,P
160293,161281.5,553.2966,1880.232,738.7413,416.2155,1.2393,1.49085,1.10865,1.28205,2.66235,1.1235,M
103068,104028,443.67255,1538.0085,615.59175,321.597,1.27905,1.4862,1.07625,1.23195,2.8713,1.08105,P
90751.5,91680,416.32035,1443.078,576.34965,303.82845,1.2747,1.48485,0.98775,1.2321,2.8455,1.08345,P
128505,129744,495.4053,1782.9015,739.1895,333.11655,1.33905,1.48575,0.97995,1.143,3.3285,1.0053,P
154563,156093,543.31725,1834.938,682.76235,434.9568,1.1562,1.4853,1.1349,1.29795,2.35455,1.1937,M
113451,114960,465.48405,1665.5805,644.9754,344.955,1.2675,1.48035,0.86895,1.15635,2.80455,1.08255,P
128767.5,130180.5,495.9111,1720.254,672.43095,369.98475,1.2525,1.48365,1.0281,1.2303,2.72625,1.10625,M
126909,127911,492.31935,1823.457,785.1222,310.5936,1.3776,1.4883,1.1478,1.07925,3.7917,0.94065,P
104538,105663,446.8254,1573.662,632.23125,317.65605,1.2969,1.4841,1.0104,1.19355,2.98545,1.06005,M
121153.5,122112,481.02615,1695.522,696.1551,333.9012,1.31625,1.4883,1.1502,1.1916,3.12735,1.0365,P
103209,104068.5,443.976,1545.3015,629.14155,315.07305,1.2984,1.48755,1.1139,1.22205,2.9952,1.05855,P
86994,87999,407.61045,1444.185,588.97605,285.20235,1.31235,1.4829,1.07415,1.1793,3.09765,1.03815,P
103945.5,105013.5,445.5573,1534.77,605.52105,328.9764,1.25925,1.4847,1.0668,1.2477,2.7609,1.1037,M
96654,97636.5,429.6459,1598.139,681.86925,271.13295,1.37625,1.48485,0.9375,1.06995,3.77235,0.94515,P
98748,100077,434.27505,1478.451,574.3083,331.28025,1.22535,1.48005,1.09245,1.2774,2.6004,1.1343,M
88278,88945.5,410.6076,1499.091,635.46315,266.2008,1.362,1.48875,0.83055,1.11075,3.5808,0.9693,P
123406.5,124407,485.47815,1649.3715,649.88625,363.4209,1.2435,1.488,1.09155,1.28265,2.6823,1.1205,M
108159,109200,454.49805,1696.707,727.37865,289.64835,1.37595,1.48575,0.92805,1.0623,3.7668,0.9372,P
106156.5,107176.5,450.27105,1524.621,580.7907,351.0279,1.19505,1.48575,1.08015,1.2912,2.48175,1.16295,M
135640.5,136653,508.9737,1797.3045,744.24735,348.75075,1.3251,1.4889,1.02285,1.18725,3.201,1.02585,P
156394.5,158305.5,546.5268,1892.2875,733.28295,409.08105,1.24485,1.48185,1.02045,1.23495,2.68875,1.11795,M
115222.5,116556,469.10415,1733.6805,732.0015,302.6682,1.36575,1.4829,1.11465,1.0839,3.62775,0.96135,P
107155.5,108994.5,452.3847,1690.6245,673.36635,305.15775,1.3371,1.47465,0.9267,1.06005,3.3099,1.0077,P
144784.5,146002.5,525.84975,1801.485,714.8859,388.0176,1.25985,1.48755,1.10025,1.26135,2.7636,1.1034,M
112392,113325,463.3065,1594.869,625.11495,347.2242,1.24725,1.4877,1.1277,1.24935,2.70045,1.1118,P
109257,110589,456.7992,1587.3645,608.45115,345.3759,1.23495,1.482,1.00725,1.22595,2.64255,1.1262,M
120778.5,121875,480.2811,1657.914,653.5353,354.35925,1.2603,1.4865,1.11255,1.24245,2.76645,1.10235,M
163833,165676.5,559.3728,1980.3975,793.86015,396.9633,1.299,1.48335,1.16655,1.1811,2.9997,1.0569,P
100350,101274,437.78355,1508.9175,586.50525,327.9468,1.24365,1.48635,1.06665,1.2462,2.6826,1.1196,M
96438,97341,429.16545,1456.83,571.92435,323.0004,1.23795,1.48605,1.01055,1.28475,2.65605,1.1256,M
113692.5,114820.5,465.9792,1578.1395,606.9504,358.43115,1.2105,1.4853,1.0959,1.29075,2.5401,1.15155,M
132996,134641.5,503.9877,1922.001,820.93785,312.31095,1.3872,1.4817,0.8472,1.0179,3.9429,0.92085,P
129175.5,130242,496.69605,1711.3485,671.7567,369.42405,1.2528,1.4877,1.0422,1.2471,2.7276,1.1091,M
145953,147351,527.96745,1931.445,820.28475,341.31855,1.36395,1.48575,1.1184,1.10625,3.60495,0.9654,P
96339,97438.5,428.9451,1547.6895,643.19025,287.4099,1.3419,1.48305,1.11285,1.13715,3.35685,1.00035,P
121177.5,122608.5,481.07385,1680.81,675.5268,343.6227,1.2915,1.48245,0.96045,1.21275,2.94885,1.06815,P
142098,143464.5,520.94835,1896.429,793.2006,343.22175,1.35225,1.48575,1.0374,1.1172,3.4665,0.9852,P
115570.5,116701.5,469.81215,1622.88,628.86705,352.2576,1.2426,1.48545,1.0875,1.24065,2.6778,1.12065,M
140572.5,141856.5,518.14455,1936.758,831.8019,323.5989,1.3818,1.48635,1.0707,1.0596,3.85575,0.93435,P
99613.5,101152.5,436.17405,1526.0865,603.51975,316.97055,1.2765,1.4772,1.05525,1.2093,2.856,1.08405,M
143412,145110,523.3515,1825.668,712.99275,386.5554,1.26045,1.48245,1.044,1.2165,2.76675,1.101,M
103177.5,104260.5,443.9082,1615.6155,679.40565,290.61165,1.35585,1.4844,1.011,1.11765,3.5067,0.9801,P
149778,151087.5,534.84105,1879.6575,757.9239,379.1733,1.29885,1.48695,1.09755,1.19865,2.99835,1.05855,M
126538.5,127621.5,491.60025,1817.637,779.9898,310.7118,1.3758,1.48725,0.97335,1.083,3.76545,0.94545,P
100431,101440.5,437.9601,1613.0115,692.74455,278.1216,1.37385,1.485,1.0053,1.0914,3.7362,0.9483,P
125482.5,126790.5,489.54465,1687.842,659.8395,364.34805,1.25055,1.48455,1.0302,1.24545,2.7165,1.11285,M
102397.5,103863,442.22715,1552.4535,602.9172,326.4717,1.26105,1.47885,1.09785,1.20135,2.7702,1.10025,M
137760,139083,512.9349,1773.6015,701.8746,375.591,1.2672,1.48575,0.96705,1.23825,2.80305,1.0962,M
147085.5,148921.5,530.01195,1868.6385,741.2844,382.6581,1.28475,1.48155,0.9372,1.191,2.9058,1.0725,M
121641,122749.5,481.9929,1717.545,713.02995,327.09225,1.3329,1.4865,0.88215,1.16595,3.26985,1.014,M
118833,119835,476.39715,1762.953,751.96125,302.5776,1.37325,1.4874,0.8229,1.08105,3.7278,0.95025,P
123444,124531.5,485.55195,1757.769,726.73005,324.9378,1.34175,1.48695,1.1367,1.12965,3.35475,1.00215,P
123043.5,124558.5,484.7637,1654.809,643.0362,367.49505,1.2309,1.4817,1.0914,1.2705,2.6247,1.13085,M
151920,153085.5,538.6518,1921.362,803.9853,361.45875,1.3398,1.4886,1.11615,1.16355,3.33645,1.005,P
93316.5,94635,422.1627,1453.3515,553.5675,323.4414,1.21725,1.47915,1.077,1.2492,2.56725,1.1439,M
102180,103008,441.7572,1607.0295,681.5112,288.3738,1.35915,1.488,1.0761,1.1187,3.54495,0.9723,P
132240,133770,502.55325,1786.5405,742.4343,341.6616,1.3317,1.4829,1.1589,1.1715,3.2595,1.01535,M
147939,149686.5,531.5475,1896.045,780.41535,363.0096,1.3278,1.48245,0.8922,1.16355,3.2247,1.02165,P
81940.5,82656,395.59425,1439.733,612.33225,256.2078,1.36245,1.48695,0.83445,1.11765,3.585,0.969,P
117490.5,118770,473.6985,1677.3675,685.16865,328.84395,1.31595,1.4838,1.09245,1.18065,3.1254,1.0371,M
104292,105639,446.29935,1574.019,621.7878,322.76565,1.28205,1.4808,0.9216,1.19025,2.8896,1.0767,M
112996.5,114162,464.55075,1571.6265,592.20795,367.37865,1.17645,1.4847,1.05615,1.29345,2.418,1.1766,M
133494,135198,504.93045,1813.314,746.9547,343.35075,1.33215,1.4811,1.0557,1.14795,3.26325,1.014,P
124206,125404.5,487.0482,1668.588,652.44405,364.89645,1.2435,1.4856,1.0416,1.26135,2.682,1.11975,M
143871,147267,524.18835,1805.2155,702.615,403.8864,1.22745,1.46535,1.10835,1.2483,2.6094,1.11915,M
101032.5,101791.5,439.26975,1480.389,574.25325,338.3787,1.212,1.48875,1.0476,1.3035,2.54565,1.14735,M
98275.5,99009,433.2348,1455.414,568.58745,330.83415,1.21995,1.4889,1.1304,1.31175,2.5779,1.14285,M
108876,110080.5,456.00195,1606.329,643.7058,325.7037,1.29375,1.48365,0.99345,1.1931,2.9646,1.0626,M
106870.5,108115.5,451.78275,1560.0285,615.9243,333.2199,1.2615,1.48275,1.05195,1.24155,2.7726,1.10025,M
101592,102904.5,440.4843,1601.67,641.9103,306.16845,1.31835,1.4808,0.9633,1.11975,3.1449,1.0293,M
112551,113571,463.6341,1741.806,753.03555,287.96445,1.386,1.4865,0.90405,1.04895,3.9225,0.92355,P
112839,114025.5,464.2269,1653.6075,653.2365,330.7815,1.29345,1.4844,1.0206,1.1667,2.9622,1.06605,M
121797,122985,482.3019,1677.9405,667.40895,350.13225,1.27695,1.48545,1.0722,1.2231,2.8593,1.0839,M
99622.5,100537.5,436.1937,1516.6995,598.4217,319.25985,1.2687,1.48635,1.02675,1.22445,2.8116,1.09335,M
140379,142024.5,517.7877,1793.133,700.88115,383.75085,1.2552,1.4826,1.08525,1.2345,2.7396,1.1082,M
115162.5,116353.5,468.98205,1635.375,661.28055,334.80195,1.2936,1.4847,1.11285,1.21755,2.96265,1.0638,M
151920,153427.5,538.6518,1975.512,830.0301,352.8003,1.3578,1.4853,0.8163,1.1007,3.52905,0.9735,P
130287,131829,498.82845,1717.7385,665.52195,377.2266,1.2357,1.48245,0.98595,1.24845,2.6463,1.12425,M
144999,146340,526.23915,1901.829,773.57295,358.2072,1.32945,1.4862,0.9375,1.13355,3.2394,1.02045,P
108238.5,109176,454.665,1760.7885,782.56035,265.4754,1.41105,1.4871,0.96135,0.98715,4.4217,0.8715,P
145020,146896.5,526.27725,1837.1805,709.7925,392.7888,1.24935,1.4808,1.14645,1.21485,2.71065,1.11225,P
109546.5,110382,457.404,1635.4635,685.56495,305.9262,1.34235,1.4886,1.0566,1.158,3.36135,1.0008,P
112185,113413.5,462.8796,1683.294,716.7666,299.59395,1.36275,1.4838,1.0827,1.11945,3.58875,0.9687,P
120276,121420.5,479.2809,1625.532,634.06155,363.43665,1.2291,1.4859,1.09725,1.287,2.6169,1.13385,M
119563.5,120465,477.8592,1713.264,719.71425,318.2832,1.34535,1.48875,0.9264,1.1517,3.3918,0.996,M
97536,98364,431.60175,1447.398,541.4541,345.73755,1.1544,1.4874,1.1214,1.3164,2.34915,1.19565,M
160756.5,162399,554.09595,2112.1725,924.04155,333.21015,1.39905,1.48485,1.1496,1.0188,4.15965,0.8994,P
79807.5,81007.5,390.41145,1358.097,535.2285,286.1199,1.26765,1.4778,0.97515,1.2234,2.8059,1.0941,P
96814.5,97710,430.00245,1439.661,546.53025,340.11855,1.1742,1.4862,1.0545,1.32075,2.41035,1.1802,M
144870,146809.5,526.005,1819.962,696.00075,399.18975,1.2288,1.4802,1.1166,1.2366,2.61525,1.1337,M
106365,107587.5,450.71295,1547.757,591.3336,344.92995,1.21845,1.4829,1.11555,1.25535,2.5716,1.1433,M
101704.5,102690,440.7282,1583.3055,659.6655,295.27785,1.3413,1.4856,1.1085,1.14705,3.351,1.00215,P
117763.5,119679,474.24855,1784.355,772.58655,292.5696,1.38825,1.476,1.13415,1.0458,3.96105,0.9207,P
104764.5,106215,447.30915,1540.0245,613.15965,327.5475,1.2681,1.47945,0.96,1.2489,2.808,1.09425,M
143142,144130.5,522.8586,1901.439,804.3522,340.731,1.3587,1.48965,1.1136,1.11945,3.54105,0.975,P
117166.5,118657.5,473.04495,1636.9785,647.43225,348.1728,1.26465,1.4811,1.0578,1.2363,2.78925,1.0959,M
162745.5,164014.5,557.51325,2181.8745,972.6018,320.20845,1.41645,1.48845,1.1238,0.9666,4.5561,0.8598,P
114117,115278,466.84845,1593.9195,625.77945,349.491,1.24425,1.48485,1.06995,1.27005,2.68575,1.119,M
116520,117702,471.738,1677.384,689.62905,325.0692,1.32285,1.485,0.95595,1.1709,3.18225,1.026,M
157813.5,159357,549.0006,1986.939,817.8729,370.4694,1.33725,1.48545,1.08255,1.13025,3.31155,1.00695,P
111693,112630.5,461.8635,1722.603,741.6009,288.25995,1.3821,1.48755,0.9636,1.06425,3.85905,0.9342,P
129538.5,131065.5,497.39355,1758.774,691.30785,361.2783,1.2789,1.48245,1.01295,1.1841,2.87025,1.07925,M
156025.5,157003.5,545.88165,1899.045,773.36895,385.764,1.30005,1.4907,1.00035,1.22325,3.0072,1.0587,P
128112,130197,494.6472,1796.1075,729.3549,337.26975,1.33005,1.476,0.8712,1.1229,3.24375,1.0173,P
108403.5,109456.5,455.0115,1647.951,694.18065,299.0004,1.35375,1.4856,1.0782,1.1286,3.48255,0.98325,P
117847.5,118902,474.41775,1710.8895,709.0611,318.4701,1.34025,1.48665,0.98895,1.13835,3.33975,1.00365,P
102234,104716.5,441.8739,1596.1395,580.86765,338.2992,1.21935,1.46445,0.98295,1.1346,2.5755,1.14105,M
112558.5,114010.5,463.64955,1685.202,679.8792,320.4357,1.323,1.48095,1.1196,1.12065,3.18255,1.023,M
109984.5,111603,458.3175,1560.2025,607.16475,347.95455,1.22925,1.47825,1.119,1.27755,2.6175,1.1322,M
159348,160705.5,551.66325,2024.7735,865.87335,352.19955,1.37025,1.4874,1.10685,1.0989,3.68775,0.95565,P
107421,108390,452.9448,1554.723,608.3535,339.03135,1.24545,1.48665,1.03455,1.25655,2.6916,1.11675,M
97969.5,98977.5,432.5598,1477.782,567.10245,332.0517,1.21605,1.4847,1.0059,1.2684,2.56185,1.1442,M
